,index,RUC,nombreComercial,direccion,distrito,provincia,departamento,n_trabajadores,tamano_empresa
208,259,20265733515,ACETESA,"Calle Los Tulipanes 147, Of. 902, Urb. El Polo",Santiago de Surco,Lima,Lima,42,Mediana Empresa/Medium Size Company
209,260,20509309044,,"Calle Santa Teresa 118, Urb. Los Sauces",Ate,Lima,Lima,0,Mediana Empresa/Medium Size Company
210,262,20536484443,,"Jr. José Santos Chocano 191, Of. 2, Urb. San Joaquín",Bellavista,Callao ,Lima,2,Mediana Empresa/Medium Size Company
211,263,20537506131,,"Av. Los Eucalipto Mz. D, Lote 10, Urb. Santa Genoveva",Lurín,Lima,Lima,64,Mediana Empresa/Medium Size Company
212,264,20508095792,,Calle Baltazar La Torre 915,San Isidro,Lima,Lima,0,Mediana Empresa/Medium Size Company
213,265,20523698860,,"Av. Paz Soldán 170, Of. 308 ",San Isidro,Lima,Lima,0,Pequeña Empresa/Small Size Company
214,266,20517727416,,Calle Baltazar La Torre 915,San Isidro,Lima,Lima,0,No disponible/Notavailable
215,267,20492409023,,"Calle Los Flamencos 145, Of. 303",San Isidro,Lima,Lima,0,No disponible/Notavailable
216,268,20522828883,,"Jr. Alfred Rosenblat 106, Of. 201, Urb. Huertos de San Antonio",Santiago de Surco,Lima,Lima,0,Mediana Empresa/Medium Size Company
217,270,10102640531,,Av. Tomás Ramsey 724,Magdalena del Mar,Lima,Lima,0,No disponible/Notavailable
218,271,20117241247,ASSA,Calle Julio C. Tello 184,Miraflores,Lima,Lima,0,No disponible/Notavailable
219,272,20518601360,,"Av. Del Ejército 749, Of. 213",Miraflores,Lima,Lima,0,No disponible/Notavailable
220,273,20339660833,,Av. Argentina 6296,Cercado Callao,Callao,Lima,0,No disponible/Notavailable
221,274,20376132405,,Av. La Molina 684,La Molina,Lima,Lima,0,No disponible/Notavailable
222,275,20551094198,,Av. Los Incas 172,San Isidro,Lima,Lima,0,No disponible/Notavailable
223,276,20543854043,,"Av. Los Incas 172, Piso 8, Of. 8",San Isidro,Lima,Lima,0,No disponible/Notavailable
224,277,20523433050,,Av. Michael Faraday 928,Ate,Lima,Lima,110,Mediana Empresa/Medium Size Company
225,278,20262241441,,Av. Javier Prado Este 3092,San Borja,Lima,Lima,49,Mediana Empresa/Medium Size Company
226,279,20458127400,,Av. Colectora Industrial 115,Santa Anita,Lima ,Lima,33,Mediana Empresa/Medium Size Company
227,280,20254218252,,"Jr. Palma de Mallorca 139, Urb. Javier Prado, Etapa V",San Luis,Lima,Lima,244,Mediana Empresa/Medium Size Company
228,281,20521834642,,"Av. Dionisio Derteano 144, Piso 21 , Of. 21",San Isidro,Lima,Lima,120,Mediana Empresa/Medium Size Company
229,283,20536150154,,"Psje. Mártir Olaya 169, Of. 605",Miraflores,Lima,Lima,0,Pequeña Empresa/Small Size Company
230,284,20175355953,,"Av. Petit Thouars 3680, Of. B",San Isidro,Lima,Lima,0,No disponible/Notavailable
231,286,20551804403,,Calle Ramón Ribeyro 852,Barranco,Lima,Lima,4,Mediana Empresa/Medium Size Company
232,288,20600324609,,"Calle Arica 12, Of. 203",Miraflores,Lima,Lima,0,Pequeña Empresa/Small Size Company
233,289,20537777592,,Av. Comandante Espinar 560,Miraflores,Lima,Lima,109,Mediana Empresa/Medium Size Company
234,290,20512254901,,"Calle Mariano Carranza 226, Of. 704, Urb. Santa Beatriz",Cercado,Lima,Lima,0,No disponible/Notavailable
235,291,20550304211,,"Av. República de Colombia 791, Of. 1103",San Isidro,Lima,Lima,0,Pequeña Empresa/Small Size Company
236,292,20100072590,	AEI INGENIEROS,Jr. Huancabamba 1059,Breña,Lima,Lima,120,Mediana Empresa/Medium Size Company
237,293,20124193339,ATISA S.A.C.,Av. Guillermo Dansey 1716,Cercado,Lima,Lima,0,Mediana Empresa/Medium Size Company
238,294,20103030791,,Prolong. Pedro Miotta 421,San Juan de Miraflores,Lima,Lima,69,Mediana Empresa/Medium Size Company
239,295,20518710738,,"Av. José Larco 743, Of. 705",Miraflores,Lima,Lima,0,No disponible/Notavailable
240,296,20253799855,,"Calle Martín De Murúa 170, Urb. Maranga",San Miguel,Lima,Lima,0,No disponible/Notavailable
241,297,20100449871,,"Calle Manuel Olaechea 134, Urb. El Rosedal",Miraflores,Lima,Lima,9,Mediana Empresa/Medium Size Company
242,300,20136740351,ACUAPESCA,"Av. Ricardo Elías Aparicio 141, Of. 14, Rinconada Alta",La Molina,Lima,Lima,261,Gran Empresa/Big Company
243,301,20358856684,,Calle Independencia 360,Miraflores,Lima,Lima,24,Mediana Empresa/Medium Size Company
244,303,20518347714,,"Av. Condorcanqui 1780, Urb. Santo Domingo, Etapa VII",Carabayllo,Lima,Lima,0,Mediana Empresa/Medium Size Company
245,306,20409740244,ACQUAPISCO,"Calle 7 N° 229, Urb. Rinconada Baja",La Molina,Lima,Lima,129,Mediana Empresa/Medium Size Company
246,307,20530611681,,Jr. Gral. Borgoño 230 ,Miraflores,Lima,Lima,0,Mediana Empresa/Medium Size Company
247,308,20304459299,,Calle Ramón Espinoza 894,Rímac,Lima,Lima,0,Pequeña Empresa/Small Size Company
248,309,20477760318,ACVO S.A.C.,"Calle Los Nogales 386, Urb. Canto Bello",San Juan de Lurigancho,Lima,Lima,0,Pequeña Empresa/Small Size Company
249,310,20501592995,,Jr. Coronel José Miguel Ríos 1774,Cercado,Lima,Lima,0,Pequeña Empresa/Small Size Company
250,311,20519051991, ,"Mz. HH-1, Lote 2, Parque Industrial Sol Perú",Aucallama,Huaral,Lima,0,Pequeña Empresa/Small Size Company
251,313,20554934723,,"Calle Lads Dalias 236, Urb. Jardines de Virú",Bellavista,Callao,Lima,9,No disponible/Notavailable
252,315,20516596946,,"Av. El Derby 254, Of. 503, Urb. El Derby de Monterrico",Santiago de Surco,Lima,Lima,22,Mediana Empresa/Medium Size Company
253,316,20100108616,,"Av. Prolong. Iquitos 2625, Urb. San Eugenio",Lince,Lima,Lima,163,Mediana Empresa/Medium Size Company
254,320,20472315154,ADCAP SECURITIES PERU SAB,"Calle Amador Merino Reyna 339, Edif. A, Of. 701",San Isidro,Lima,Lima,20,Mediana Empresa/Medium Size Company
255,321,20536482742,,"Av. República de Panamá 3545, Of. 1301",San Isidro,Lima,Lima,0,Pequeña Empresa/Small Size Company
256,322,20503980216,ADECCO CONSULTING,"Calle Amador Merino Reyna 285, Piso 3",San Isidro,Lima,Lima,8975,Gran Empresa/Big Company
257,323,20382984537,,"Calle Amador Merino Reyna 285, Piso 3",San Isidro,Lima,Lima,2091,Gran Empresa/Big Company
258,326,20261898706,ADEXUS,"Av. Víctor A. Belaúnde 147, Torre Real VI, Of. 501",San Isidro,Lima,Lima,112,Mediana Empresa/Medium Size Company
259,327,20514360759,,"Calle Manuel del Pino 221, Urb. Santa Beatriz",Cercado,Lima,Lima,16,Mediana Empresa/Medium Size Company
260,328,20101562388,,Calle Emilio Althaus 420,Lince,Lima,Lima,23,Mediana Empresa/Medium Size Company
261,329,20347100316,,"Av. 28 de Julio 1011, Of. 1001",Miraflores,Lima,Lima,672,Gran Empresa/Big Company
262,330,20521213371,,"Jr. Roosevelt 178, Of. 301",Santiago de Surco,Lima,Lima,12,Mediana Empresa/Medium Size Company
263,331,20536105523,,"Av. Víctor A. Balaúnde 181, Of. 604",San Isidro,Lima,Lima,21,Mediana Empresa/Medium Size Company
264,332,20517242161,,Jr. Leonardo Barbieri 1374,Surquillo,Lima,Lima,47,Mediana Empresa/Medium Size Company
265,333,20259678871,ANISA S.A.C.,Av. Sáenz Peña 1273,Cercado Callao,Callao,Lima,0,No disponible/Notavailable
266,334,20492050742, ,"Av. Aviación 2405, Piso 8",San Borja,Lima,Lima,8,Gran Empresa/Big Company
267,335,20341733899,,Lima,Cercado,Lima ,Lima,0,No disponible/Notavailable
268,336,20506395179,,"Av. Aviación 2405, Piso 8",San Borja,Lima,Lima,93,Gran Empresa/Big Company
269,337,20100563496,ADELESAC,"Jr. Carabaya 928, Of. 304",Cercado,Lima,Lima,0,No disponible/Notavailable
270,338,20100114934,,"Av. Las Begonias 441, Of. 402, Piso 4",San Isidro,Lima,Lima,1709,Gran Empresa/Big Company
271,339,20510525524,,"Av. Del Pinar 134, Piso 9, Urb. Chacarilla del Estanque",Santiago de Surco,lima,Lima,345,Mediana Empresa/Medium Size Company
272,340,20511609675,ADSERCO S.A.C.,"Jr. Pablo Bermúdez 177, Of. 402, Urb. Santa Beatriz",Cercado,Lima,Lima,2225,Mediana Empresa/Medium Size Company
273,341,20506628963,BINSWANGER PERU,"Calle Las Orquídeas 585, Of. 301",San Isidro,Lima,Lima,217,Mediana Empresa/Medium Size Company
274,342,20506676267,,Av. Paseo de La República 5809,Miraflores,Lima ,Lima,468,Mediana Empresa/Medium Size Company
275,343,20100942675,,"Av. Del Ejército 1295, Urb. Santa Cruz",Miraflores,Lima,Lima,19,Mediana Empresa/Medium Size Company
276,344,20107603132,,Av. Angamos Oeste 564,Miraflores,Lima,Lima,0,No disponible/Notavailable
277,345,20100121809,CLINICA RICARDO PALMA,Av. Javier Prado Este 1066,San Isidro,Lima,Lima,1086,Gran Empresa/Big Company
278,347,20515018884,,"Calle La Caleta Mz. G, Lote 13, Asoc. de Vivienda Santa Rosa de Llanavilla",Villa El Salvador,Lima,Lima,13,Pequeña Empresa/Small Size Company
279,348,20507532048,,Av. Tingo María 857,Breña,Lima,Lima,0,Pequeña Empresa/Small Size Company
280,349,20433805241,ADMACON S.A.C.,"Jr. Torres Paz 1472, Of. 505",Cercado,Lima,Lima,0,Pequeña Empresa/Small Size Company
281,350,20515657119,ASSA MULTISERVICIOS,Av. Jaime Bauzate y Meza 1050,La Victoria,Lima,Lima,90,Mediana Empresa/Medium Size Company
282,351,20100047307,,Calle Clemente X 135,Magdalena del Mar,Lima,Lima,63,Mediana Empresa/Medium Size Company
283,352,20306841506,,"Av. Javier Prado Este 4200, Urb. Monterrico",Santiago de Surco,Lima,Lima,164,Gran Empresa/Big Company
284,353,20512451056,LA CARRETA,Av. Ricardo Rivera Navarrete 740,San Isidro,Lima ,Lima,70,Mediana Empresa/Medium Size Company
285,354,20505590849,,"Av. Alfredo Mendiola 3698, Urb. Panamericana Norte, C.C. Megaplaza",Independencia,Lima,Lima,0,Mediana Empresa/Medium Size Company
286,355,20108846322,,Calle Los Libertadores,San Isidro,Lima,Lima,0,No disponible/Notavailable
287,356,20514294519,,"Av. Angamos Este 1551, Of. 70, Block I, Piso 3, C.C. Plaza Hogar",Surquillo,Lima,Lima,26,Mediana Empresa/Medium Size Company
288,357,20514344478,,"Calle 25 N° 195, Piso 5, Urb. Córpac",San Isidro,Lima ,Lima,84,Mediana Empresa/Medium Size Company
289,358,20557890298,,Av. José Gálvez 1844 ,Lince,Lima,Lima,0,Mediana Empresa/Medium Size Company
290,359,20145259551,,"Av. Aviación 2405, Piso 8",San Borja,Lima,Lima,19,Gran Empresa/Big Company
291,361,20503382076,ADGAVI & ASOCIADOS SAC,Av. Paseo de La República 6403,Barranco,Lima,Lima,0,Pequeña Empresa/Small Size Company
292,362,20100705541,,Jr. Napo 126,Breña,Lima,Lima,19,Mediana Empresa/Medium Size Company
293,364,20548503958,,Av. Aviación 799 ,La Victoria,Lima,Lima,3,Mediana Empresa/Medium Size Company
294,365,20138861300,,Av. Angamos Oeste 770,Miraflores,Lima ,Lima,0,Mediana Empresa/Medium Size Company
295,366,20101094694,	ADRIMPEX SA,Av. República de Panamá 6590-6594,Miraflores,Lima,Lima,17,Mediana Empresa/Medium Size Company
296,367,20514366871,,Av. Arnaldo Márquez 531 ,Jesús María,Lima,Lima,0,Mediana Empresa/Medium Size Company
297,368,20506601330,,"Calle Padre Urraca 276, Urb. Maranga",San Miguel,Lima,Lima,96,Mediana Empresa/Medium Size Company
298,369,20506300721,AOL S.A.,Av. Federico Fernandini 253,Cercado Callao,Callao,Lima,0,Pequeña Empresa/Small Size Company
299,370,20172023089,,Av. Federico Fernandini 253,Cercado Callao,Callao,Lima,48,Mediana Empresa/Medium Size Company
300,371,20511851298,,Av. Federico Fernandini 253,callao,Callao,Lima,17,Mediana Empresa/Medium Size Company
301,372,20504991033,,"Av. Federico Fernandini 257, Urb. Santa Marina Sur",Cercado Callao,Callao ,Lima,52,Mediana Empresa/Medium Size Company
302,373,20101369464,,"Calle Hermanos Catari 323, Urb. Maranga",San Miguel,Lima,Lima,47,Mediana Empresa/Medium Size Company
303,374,20269413931,,"Av. Dos de Mayo 671, Of. 203",Cercado Callao,Callao,Lima,145,Mediana Empresa/Medium Size Company
304,375,20508302097,,"Calle Los Jazmines 185, Urb. El Parque de Monterrico ",Ate,Lima,Lima,0,Mediana Empresa/Medium Size Company
305,376,20544637747,,"Calle Ismael Bielich Flores 252, Urb. Vista Alegre",Santiago de Surco,Lima,Lima,0,No disponible/Notavailable
306,377,20553278822,,"Av. José Pardo 182, Of. 301",Miraflores,Lima,Lima,0,Pequeña Empresa/Small Size Company
307,378,20550828554,,"Av. Carretera Central 7550, Of. 702, Edificio 6",Ate,Lima,Lima,0,No disponible/Notavailable
308,379,20261656796,,Av. Maquinarias 2839,Cercado,Lima,Lima,0,No disponible/Notavailable
309,380,20600600509,,"Av. Santo Toribio 173, Torre Real VIII, Piso 16",San Isidro,Lima,Lima,0,Pequeña Empresa/Small Size Company
310,381,20562837737,,"De la Floresta 497, Of. 501",San Borja,Lima,Lima,0,Pequeña Empresa/Small Size Company
311,382,20383162654,,"Jr. Los Tulipanes Mz. G, Lote 14, Urb. Los Huertos de Santa Genoveva",Lurín,Lima,Lima,157,Mediana Empresa/Medium Size Company
312,383,20547171307,,Av. Nicolás De Piérola 611,Cercado,Lima,Lima,0,No disponible/Notavailable
313,384,20556736759,,"Calle Guadalajara 143, Urb. Mayorazgo, Etapa I ",Ate,Lima,Lima,0,Mediana Empresa/Medium Size Company
314,385,20547052634,,"Jr. Camaná 851, Piso 2",Cercado,Lima,Lima,570,Mediana Empresa/Medium Size Company
315,386,20515802658,,"Av. Coronel Andrés Reyes 420, Piso 5",San Isidro,Lima,Lima,53,Mediana Empresa/Medium Size Company
316,387,20504224024,AEQUITAS S.A.C.,Jr. Carlos Alayza y Roel 2626,Lince,Lima,Lima,0,No disponible/Notavailable
317,388,20512959432,,Av. Nicolás Arriola 835,La Victoria,Lima,Lima,0,No disponible/Notavailable
318,389,20458378747,,"Calle Los Calibradores Mz. 1, Lote 5 y 7, Parque Ind. Acompia",Ancón,Lima,Lima,21,Mediana Empresa/Medium Size Company
319,390,20224279893,ASSA,Esq. Av. Universitaria y Av. Chimpu Ocllo S/N,Carabayllo,Lima,Lima,13,Mediana Empresa/Medium Size Company
320,391,20100010721,ATSA,"Av. Enrique Palacios 360, Piso 6, Of 602",Miraflores,Lima,Lima,155,Mediana Empresa/Medium Size Company
321,392,20117336205,,"Av. Javier Prado Este 6210, Of. 802",La Molina,Lima ,Lima,7,Mediana Empresa/Medium Size Company
322,393,20510815522,,Jr. José Gálvez 585,Miraflores,Lima,Lima,71,Mediana Empresa/Medium Size Company
323,394,20516070316,LAN ECUADOR SUC. PERU,Av. José Pardo 513,Miraflores,Lima,Lima,0,Mediana Empresa/Medium Size Company
324,395,20492521885,,"Av. La Encalada 1257, Of. 1003, Urb. La Alameda",Santiago de Surco,Lima,Lima,0,No disponible/Notavailable
325,396,20545649706,,"Calle Córpac 511, Of. A, Urb. Fundo Boca Negra",Cercado Callao,Callao,Lima,28,Mediana Empresa/Medium Size Company
326,397,20100973392,,"Calle Dean Valdivia 243, Of. 301",San Isidro,Lima,Lima,0,Mediana Empresa/Medium Size Company
327,398,20543545504,AEROGAL SUC. DEL PERU,"Av. José Pardo 231, Of. 402",Miraflores,Lima,Lima,0,Mediana Empresa/Medium Size Company
328,399,20513156775,,Av.Elmer Faucett S/N,Cercado Callao,Callao,Lima,0,No disponible/Notavailable
329,400,20538593053,,"Av. Felipe Pardo Y Aliaga 675, Of. 403",San Isidro,Lima,Lima,208,Mediana Empresa/Medium Size Company
330,401,20514513172,,"Jr. Doménico Morelli 110, Of. 301",San Borja,Lima,Lima,433,Gran Empresa/Big Company
331,402,20307246741,,"Av. Alfredo Benavides 1579, Of. 405",Miraflores,Lima,Lima,23,Gran Empresa/Big Company
332,403,20100129290,AVIANCA,"Av. José Pardo 831, Piso 4",Miraflores,Lima,Lima,0,Gran Empresa/Big Company
333,404,20100434840,,"Av. Alejandro Tirado 217, Of. 501",Cercado,Lima,Lima,0,No disponible/Notavailable
334,405,20492592049,,Av. Reducto 1289,Miraflores,Lima ,Lima,0,Pequeña Empresa/Small Size Company
335,407,20502758765,AFE,Av. Tomás Marsano 1599,Surquillo,Lima,Lima,30,Mediana Empresa/Medium Size Company
336,408,20100820995,,"Calle Las Acacias Mz. I, Lote 4-A, Urb. La Capitana-Huachipa ",Lurigancho (Chosica),Lima,Lima,0,Mediana Empresa/Medium Size Company
337,409,20517584399,WESTCON,"Av. José Larco 880, Piso 2",Miraflores,Lima,Lima,24,Gran Empresa/Big Company
338,410,20518470591,,"Calle Enrique Palacios 335, Of. 702",Miraflores,Lima,Lima,0,Pequeña Empresa/Small Size Company
339,411,20551464971,,"Av. Jorge Basadre 592, Of. 609",San Isidro,Lima,Lima,153,Mediana Empresa/Medium Size Company
340,412,20157036794,,"Av. Enrique Canaval y Moreyra 522, Piso 5 y 6",San Isidro,Lima,Lima,636,Gran Empresa/Big Company
341,413,20267616541,,"Av. Nicolás Arriola 467, Of. 401",La Victoria,Lima,Lima,0,Pequeña Empresa/Small Size Company
342,415,20547047398,,"Calle Los Antares 320 Of. 902, Urb. La Alborada",Santiago de Surco,Lima,Lima,0,Mediana Empresa/Medium Size Company
343,416,20492852059,,"Calle Salaverry S/N, Ex-Fundo Pedreros",Lurigancho (Chosica),Lima,Lima,110,Mediana Empresa/Medium Size Company
344,418,20600532201,,Calle Las Codornices 104-1022,Surquillo,Lima,Lima,0,No disponible/Notavailable
345,419,20422115081,,"Av. Las Camelias 820, Of. 201, Piso 2 ",San Isidro,Lima ,Lima,48,Mediana Empresa/Medium Size Company
346,420,20297919025,ANTANA S.A,"Jr. Martín De Murúa 109, Piso 2, Of. 17",San Miguel,Lima,Lima,0,Pequeña Empresa/Small Size Company
347,421,20100407796,,"Av. San José 557, Urb. San José",Bellavista,Callao,Lima,0,Pequeña Empresa/Small Size Company
348,422,20387138090,,"Av. Trinidad Morán 971, Of. 201 ",Lince,Lima,Lima,0,Mediana Empresa/Medium Size Company
349,423,20257094465,,"Av. Elmer Faucett Cuadra 30, S/N, Módulo B, Sector B, Of. 409, Centro Aéreo Comercial",Cercado Callao,Callao,Lima,55,Mediana Empresa/Medium Size Company
350,424,20136530381,,Av. Jorge Chávez 1285,Santiago de Surco,Lima,Lima,0,No disponible/Notavailable
351,425,20102051077,,Calle Armando Blondet 130,San Isidro,Lima,Lima,55,No disponible/Notavailable
352,426,20101409199,TRANSOCEANIC S.A.,Av. Sáenz Peña 1426,Bellavista,Callao,Lima,102,Mediana Empresa/Medium Size Company
353,427,20501913970,,"Av. Caminos del Inca 670, Of. 302, Urb. Tambo de Monterrico",Santiago de Surco,Lima,Lima,294,Mediana Empresa/Medium Size Company
354,428,20503943361,,Av. Enrique Canaval y Moreyra 380,San Isidro,Lima,Lima,0,No disponible/Notavailable
355,429,20503799902,USAID/PERU,Av. La Encalada Cuadra 17,Santiago de Surco,Lima,Lima,0,No disponible/Notavailable
356,430,20380799643,,"Av. Enrique Canaval y Moreyra 150, Pisos 7-8-9 y 10",San Isidro,Lima,Lima,0,Gran Empresa/Big Company
357,432,20101614523,,"Calle Santa Inés Mz. M, Lote 11 B-1, Urb. Los Sauces ",Ate,Lima,Lima,0,Pequeña Empresa/Small Size Company
358,435,20100106320,,"Av. Alfredo Benavides 1480, Of. 3C",Miraflores,Lima,Lima,0,Pequeña Empresa/Small Size Company
359,438,20174604470,	HUARAZ CHAVIN TOURS S.R.LDA.,Calle Lino Alarco 157,Miraflores,Lima ,Lima,18,Mediana Empresa/Medium Size Company
360,439,20112032640,,Calle Manuel Gonzáles Olaechea 207,San Isidro,Lima,Lima,0,Pequeña Empresa/Small Size Company
361,440,20259135746,,Av. Jorge Basadre 460,San Isidro,Lima,Lima,0,No disponible/Notavailable
362,442,20168994967,,"Calle Del Pinar 144, Of. 1008",Santiago de Surco,Lima,Lima,0,Pequeña Empresa/Small Size Company
363,443,20294407864,,Jr. Miguel Grau 283,Bellavista,Callao,Lima,0,No disponible/Notavailable
364,444,20100248035,MARINTER,"Av. La Marina 622, Of. 201, Urb. Benjamín Doig Lossio",La Perla,Callao,Lima,0,No disponible/Notavailable
365,447,20504915523,,Av. José Pardo 261,Miraflores,Lima,Lima,0,No disponible/Notavailable
366,448,20298797454,COSUDE,Av. Salaverry 3240,San Isidro,Lima,Lima,0,No disponible/Notavailable
367,449,20521683768,,"Av. Alfredo Mendiola 1400, C.C. Plaza Norte, Sótano Li 002",Independencia,Lima,Lima,0,Pequeña Empresa/Small Size Company
368,450,20100255325,,Av. Argentina 2833,Cercado Callao,Callao,Lima,138,Mediana Empresa/Medium Size Company
369,451,20269215624,AGUNSA PERU,"Av. Néstor Gambetta 5502, Urb. Las 200 Millas",Cercado Callao,Callao,Lima,29,Mediana Empresa/Medium Size Company
370,452,20251967751,,"Av. República de Chile 262, Piso 7",Jesús María,Lima,Lima,0,Pequeña Empresa/Small Size Company
371,453,20101128939,,"Av. Rafael Escardó 476, Urb. Maranga",San Miguel,Lima,Lima,0,Mediana Empresa/Medium Size Company
372,454,20536805771,,"Calle Boulevard 162, Of. 901, Urb. Monterrico",Santiago de Surco,Lima,Lima,8,Mediana Empresa/Medium Size Company
373,455,20501650511,ASIADUANA S.A.,"Jr. Miller 450, Of. 1103-1104",Cercado Callao,Callao,Lima,45,Mediana Empresa/Medium Size Company
374,456,20131708191,,"Calle Leonidas Yerovi 106, Of. 61",San Isidro,Lima,Lima,37,Mediana Empresa/Medium Size Company
375,457,20511902208,,"Av. La Encalada 1257, Of. 402",Santiago de Surco,Lima,Lima,10,Mediana Empresa/Medium Size Company
376,458,20516614197,,"Av. La Encalada 1257, Of. 402",Santiago de Surco,Lima,Lima,8,Mediana Empresa/Medium Size Company
377,459,20550711363,,"Av. Felipe Pardo y Aliaga 675, Of. 201",San Isidro,Lima ,Lima,4,Mediana Empresa/Medium Size Company
378,460,20537605465,,"Av. Felipe Pardo y Aliaga 675, Of. 201",San Isidro,Lima,Lima,21,Mediana Empresa/Medium Size Company
379,461,20562905244,,Av. Prolong. San Martín 135 ,Barranco,Lima,Lima,0,Mediana Empresa/Medium Size Company
